player_name,week,carries,gameid,player_id,rush_yards,rush_fumbles,rush_tds,raw_yac,rec_fumbles,rec_tds,ac_tds,rec_raw_airyards,caught_airyards,attempts,completions,pass_yards,pass_raw_airyards,comp_airyards,timeshit,interceptions,pass_tds,air_tds,season,team,pos,rec_yards,receptions,targets
D.Hopkins,3,0.0,2017092407,00-0030564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,HOU,WR,76.0,7.0,8.0
T.Brady,4,1.0,2017100107,00-0019596,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,32.0,310.0,341.0,175.0,4.0,0.0,2.0,2.0,2017,NE,QB,0.0,0.0,0.0
D.Amendola,4,0.0,2017100107,00-0026035,0.0,0.0,0.0,7.0,0.0,1.0,0.0,40.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,NE,WR,46.0,6.0,7.0
E.Dickson,4,0.0,2017100107,00-0027675,0.0,0.0,0.0,22.0,0.0,0.0,0.0,42.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CAR,TE,62.0,3.0,4.0
C.Newton,4,8.0,2017100107,00-0027939,44.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,21.0,316.0,217.0,119.0,2.0,1.0,3.0,1.0,2017,CAR,QB,0.0,0.0,0.0
T.Brady,5,2.0,2017100500,00-0019596,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,30.0,303.0,248.0,173.0,3.0,1.0,1.0,1.0,2017,NE,QB,0.0,0.0,0.0
D.Amendola,5,0.0,2017100500,00-0026035,0.0,0.0,0.0,33.0,0.0,0.0,0.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,NE,WR,77.0,8.0,8.0
D.Jackson,5,0.0,2017100500,00-0026189,0.0,0.0,0.0,35.0,0.0,0.0,0.0,174.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TB,WR,106.0,5.0,9.0
C.Brate,5,0.0,2017100500,00-0031273,0.0,0.0,0.0,18.0,0.0,1.0,0.0,99.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TB,TE,68.0,5.0,9.0
C.Sims,5,1.0,2017100500,00-0031390,3.0,0.0,0.0,14.0,0.0,0.0,0.0,50.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TB,RB,31.0,5.0,7.0
M.Evans,5,0.0,2017100500,00-0031408,0.0,0.0,0.0,6.0,0.0,0.0,0.0,92.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TB,WR,49.0,5.0,8.0
C.Godwin,5,0.0,2017100500,00-0033921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,TB,WR,8.0,1.0,2.0
T.Brady,6,0.0,2017101505,00-0019596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,20.0,257.0,480.0,185.0,4.0,1.0,2.0,1.0,2017,NE,QB,0.0,0.0,0.0
D.Amendola,6,0.0,2017101505,00-0026035,0.0,0.0,0.0,10.0,0.0,0.0,0.0,48.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,NE,WR,40.0,3.0,5.0
R.Anderson,6,0.0,2017101505,00-0032688,0.0,0.0,0.0,37.0,0.0,0.0,0.0,170.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,NYJ,WR,76.0,4.0,12.0
A.Seferian-Jenkins,6,0.0,2017101505,00-0031418,0.0,0.0,0.0,14.0,1.0,2.0,1.0,85.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,NYJ,TE,47.0,8.0,11.0
T.Brady,7,2.0,2017102212,00-0019596,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,21.0,249.0,218.0,135.0,0.0,0.0,2.0,1.0,2017,NE,QB,0.0,0.0,0.0
D.Amendola,7,0.0,2017102212,00-0026035,0.0,0.0,0.0,12.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,NE,WR,17.0,3.0,4.0
R.Burkhead,7,6.0,2017102212,00-0030288,31.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,NE,RB,11.0,1.0,1.0
M.Ryan,7,3.0,2017102212,00-0026143,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,23.0,233.0,284.0,136.0,2.0,0.0,1.0,1.0,2017,ATL,QB,0.0,0.0,0.0
M.Sanu,7,0.0,2017102212,00-0029632,0.0,0.0,0.0,14.0,0.0,0.0,0.0,108.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,ATL,WR,65.0,6.0,10.0
D.Freeman,7,12.0,2017102212,00-0031285,72.0,0.0,0.0,11.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,ATL,RB,18.0,3.0,3.0
T.Brady,8,1.0,2017102903,00-0019596,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,31.0,308.0,388.0,152.0,2.0,0.0,1.0,1.0,2017,NE,QB,0.0,0.0,0.0
D.Amendola,8,0.0,2017102903,00-0026035,0.0,0.0,0.0,10.0,0.0,0.0,0.0,42.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,NE,WR,14.0,2.0,6.0
R.Burkhead,8,4.0,2017102903,00-0030288,15.0,0.0,0.0,51.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,NE,RB,68.0,7.0,7.0
K.Allen,8,0.0,2017102903,00-0030279,0.0,0.0,0.0,8.0,0.0,0.0,0.0,58.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,LAC,WR,61.0,4.0,5.0
A.Ekeler,8,2.0,2017102903,00-0033699,8.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,LAC,RB,13.0,1.0,1.0
H.Henry,8,0.0,2017102903,00-0033090,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,LAC,TE,11.0,2.0,2.0
T.Brady,10,1.0,2017111211,00-0019596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,25.0,266.0,309.0,160.0,3.0,0.0,3.0,1.0,2017,NE,QB,0.0,0.0,0.0
D.Amendola,10,0.0,2017111211,00-0026035,0.0,0.0,0.0,6.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,NE,WR,36.0,4.0,4.0
R.Burkhead,10,10.0,2017111211,00-0030288,36.0,0.0,0.0,17.0,0.0,1.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,NE,RB,27.0,3.0,3.0
J.Charles,10,8.0,2017111211,00-0026213,38.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,DEN,RB,0.0,0.0,1.0
D.Thomas,10,0.0,2017111211,00-0027874,0.0,0.0,0.0,18.0,0.0,1.0,0.0,79.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,DEN,WR,44.0,5.0,8.0
C.Anderson,10,10.0,2017111211,00-0029854,54.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,DEN,RB,1.0,1.0,1.0
B.Fowler,10,0.0,2017111211,00-0030670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,DEN,WR,0.0,0.0,1.0
T.Brady,11,0.0,2017111909,00-0019596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,30.0,339.0,288.0,206.0,3.0,0.0,3.0,1.0,2017,NE,QB,0.0,0.0,0.0
D.Amendola,11,0.0,2017111909,00-0026035,0.0,0.0,0.0,13.0,0.0,1.0,0.0,66.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,NE,WR,66.0,8.0,9.0
R.Burkhead,11,5.0,2017111909,00-0030288,16.0,1.0,0.0,13.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,NE,RB,21.0,4.0,6.0
A.Cooper,11,0.0,2017111909,00-0031544,0.0,0.0,0.0,6.0,0.0,1.0,1.0,76.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,OAK,WR,28.0,3.0,7.0
T.Brady,12,1.0,2017112604,00-0019596,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,18.0,227.0,226.0,135.0,7.0,1.0,4.0,3.0,2017,NE,QB,0.0,0.0,0.0
D.Amendola,12,0.0,2017112604,00-0026035,0.0,0.0,0.0,9.0,0.0,0.0,0.0,45.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,NE,WR,15.0,1.0,4.0
R.Burkhead,12,13.0,2017112604,00-0030288,50.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,NE,RB,3.0,2.0,2.0
J.Thomas,12,0.0,2017112604,00-0028067,0.0,0.0,0.0,24.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,MIA,TE,52.0,5.0,6.0
D.Parker,12,0.0,2017112604,00-0031547,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,MIA,WR,5.0,1.0,3.0
T.Brady,13,0.0,2017120302,00-0019596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,21.0,258.0,244.0,170.0,2.0,1.0,0.0,0.0,2017,NE,QB,0.0,0.0,0.0
D.Amendola,13,0.0,2017120302,00-0026035,0.0,0.0,0.0,3.0,0.0,0.0,0.0,41.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,NE,WR,34.0,2.0,4.0
R.Burkhead,13,12.0,2017120302,00-0030288,78.0,0.0,2.0,18.0,0.0,0.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,NE,RB,25.0,3.0,4.0
L.McCoy,13,15.0,2017120302,00-0027029,93.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,BUF,RB,9.0,2.0,5.0
T.Taylor,13,3.0,2017120302,00-0028118,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,9.0,65.0,116.0,39.0,2.0,1.0,0.0,0.0,2017,BUF,QB,0.0,0.0,0.0
D.Thompson,13,0.0,2017120302,00-0029388,0.0,0.0,0.0,4.0,0.0,0.0,0.0,125.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,BUF,WR,21.0,2.0,8.0
T.Brady,14,0.0,2017121100,00-0019596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,24.0,233.0,386.0,101.0,4.0,2.0,1.0,0.0,2017,NE,QB,0.0,0.0,0.0
D.Amendola,14,0.0,2017121100,00-0026035,0.0,0.0,0.0,25.0,0.0,0.0,0.0,72.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,NE,WR,76.0,6.0,9.0
R.Burkhead,14,5.0,2017121100,00-0030288,8.0,0.0,1.0,49.0,0.0,0.0,0.0,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,NE,RB,45.0,5.0,5.0
J.Thomas,14,0.0,2017121100,00-0028067,0.0,0.0,0.0,2.0,1.0,0.0,0.0,64.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,MIA,TE,9.0,2.0,4.0
D.Parker,14,0.0,2017121100,00-0031547,0.0,0.0,0.0,33.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,MIA,WR,40.0,4.0,6.0
T.Brady,15,0.0,2017121709,00-0019596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,22.0,298.0,352.0,226.0,4.0,1.0,1.0,1.0,2017,NE,QB,0.0,0.0,0.0
D.Amendola,15,0.0,2017121709,00-0026035,0.0,0.0,0.0,13.0,0.0,0.0,0.0,29.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,NE,WR,23.0,2.0,4.0
R.Burkhead,15,4.0,2017121709,00-0030288,12.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,NE,RB,5.0,1.0,1.0
B.Roethlisberger,15,3.0,2017121709,00-0022924,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,22.0,291.0,249.0,124.0,4.0,1.0,3.0,2.0,2017,PIT,QB,0.0,0.0,0.0
L.Bell,15,24.0,2017121709,00-0030496,117.0,0.0,1.0,40.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,PIT,RB,48.0,5.0,6.0
M.Bryant,15,0.0,2017121709,00-0031373,0.0,0.0,0.0,3.0,0.0,1.0,0.0,98.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,PIT,WR,59.0,4.0,6.0
J.Conner,15,3.0,2017121709,00-0033553,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,PIT,RB,0.0,0.0,0.0
J.Smith-Schuster,15,0.0,2017121709,00-0033857,0.0,0.0,0.0,84.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,PIT,WR,114.0,6.0,6.0
T.Brady,16,2.0,2017122404,00-0019596,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,21.0,224.0,216.0,106.0,0.0,1.0,3.0,1.0,2017,NE,QB,0.0,0.0,0.0
D.Amendola,16,0.0,2017122404,00-0026035,0.0,0.0,0.0,4.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,NE,WR,28.0,3.0,3.0
L.McCoy,16,17.0,2017122404,00-0027029,71.0,0.0,0.0,63.0,0.0,0.0,0.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,BUF,RB,76.0,5.0,7.0
T.Taylor,16,3.0,2017122404,00-0028118,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,21.0,285.0,310.0,128.0,3.0,0.0,1.0,1.0,2017,BUF,QB,0.0,0.0,0.0
D.Thompson,16,0.0,2017122404,00-0029388,0.0,0.0,0.0,32.0,0.0,0.0,0.0,74.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,BUF,WR,91.0,4.0,5.0
T.Brady,17,0.0,2017123106,00-0019596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,18.0,190.0,334.0,92.0,3.0,0.0,2.0,1.0,2017,NE,QB,0.0,0.0,0.0
D.Amendola,17,0.0,2017123106,00-0026035,0.0,0.0,0.0,14.0,0.0,0.0,0.0,62.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,NE,WR,43.0,4.0,7.0
R.Anderson,17,1.0,2017123106,00-0032688,1.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,NYJ,WR,2.0,1.0,3.0
A.Smith,2,4.0,2017091704,00-0023436,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,21.0,251.0,150.0,91.0,4.0,0.0,1.0,0.0,2017,KC,QB,0.0,0.0,0.0
T.Kelce,2,0.0,2017091704,00-0030506,0.0,0.0,0.0,64.0,0.0,1.0,1.0,46.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,KC,TE,103.0,8.0,10.0
K.Hunt,2,13.0,2017091704,00-0033923,81.0,0.0,2.0,31.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,KC,RB,28.0,3.0,3.0
T.Smith,2,0.0,2017091704,00-0027996,0.0,0.0,0.0,10.0,0.0,0.0,0.0,171.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,PHI,WR,66.0,4.0,8.0
A.Jeffery,2,0.0,2017091704,00-0029137,0.0,0.0,0.0,16.0,0.0,1.0,0.0,222.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,PHI,WR,91.0,7.0,13.0
N.Agholor,2,0.0,2017091704,00-0031549,0.0,0.0,0.0,0.0,0.0,1.0,0.0,45.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,PHI,WR,9.0,1.0,3.0
T.Burton,2,0.0,2017091704,00-0030710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,PHI,TE,10.0,1.0,1.0
A.Smith,3,2.0,2017092412,00-0023436,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,16.0,153.0,102.0,48.0,0.0,0.0,2.0,1.0,2017,KC,QB,0.0,0.0,0.0
T.Kelce,3,0.0,2017092412,00-0030506,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,KC,TE,1.0,1.0,1.0
K.Hunt,3,17.0,2017092412,00-0033923,172.0,0.0,1.0,8.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,KC,RB,11.0,1.0,1.0
K.Allen,3,0.0,2017092412,00-0030279,0.0,0.0,0.0,21.0,0.0,0.0,0.0,62.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,LAC,WR,61.0,5.0,9.0
A.Ekeler,3,0.0,2017092412,00-0033699,0.0,0.0,0.0,9.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,LAC,RB,6.0,1.0,1.0
D.Robinson,3,0.0,2017092412,00-0032775,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,KC,WR,9.0,2.0,2.0
A.Smith,4,7.0,2017100200,00-0023436,61.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,27.0,293.0,290.0,194.0,4.0,0.0,1.0,1.0,2017,KC,QB,0.0,0.0,0.0
T.Kelce,4,1.0,2017100200,00-0030506,3.0,0.0,0.0,20.0,0.0,1.0,0.0,101.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,KC,TE,111.0,7.0,8.0
K.Hunt,4,21.0,2017100200,00-0033923,101.0,0.0,0.0,11.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,KC,RB,20.0,4.0,4.0
A.Smith,5,5.0,2017100811,00-0023436,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,29.0,324.0,336.0,191.0,2.0,0.0,3.0,1.0,2017,KC,QB,0.0,0.0,0.0
T.Kelce,5,0.0,2017100811,00-0030506,0.0,0.0,0.0,42.0,0.0,0.0,0.0,119.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,KC,TE,98.0,8.0,11.0
K.Hunt,5,29.0,2017100811,00-0033923,107.0,0.0,0.0,19.0,0.0,0.0,0.0,5.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,KC,RB,9.0,3.0,4.0
L.Miller,5,15.0,2017100811,00-0029615,74.0,0.0,0.0,11.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,HOU,RB,15.0,2.0,3.0
D.Hopkins,5,0.0,2017100811,00-0030564,0.0,0.0,0.0,9.0,0.0,3.0,0.0,221.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,HOU,WR,52.0,4.0,12.0
D.Robinson,5,0.0,2017100811,00-0032775,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,KC,WR,16.0,1.0,1.0
A.Smith,6,5.0,2017101509,00-0023436,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,19.0,246.0,297.0,118.0,6.0,0.0,1.0,0.0,2017,KC,QB,0.0,0.0,0.0
T.Kelce,6,0.0,2017101509,00-0030506,0.0,0.0,0.0,7.0,0.0,0.0,0.0,61.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,KC,TE,37.0,4.0,7.0
K.Hunt,6,9.0,2017101509,00-0033923,21.0,0.0,0.0,68.0,0.0,0.0,0.0,25.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,KC,RB,89.0,5.0,6.0
B.Roethlisberger,6,0.0,2017101509,00-0022924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,17.0,255.0,232.0,134.0,1.0,1.0,1.0,0.0,2017,PIT,QB,0.0,0.0,0.0
L.Bell,6,32.0,2017101509,00-0030496,203.0,0.0,1.0,13.0,0.0,0.0,0.0,26.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,PIT,RB,12.0,3.0,6.0
M.Bryant,6,0.0,2017101509,00-0031373,0.0,0.0,0.0,18.0,0.0,0.0,0.0,27.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,PIT,WR,27.0,2.0,3.0
J.Conner,6,2.0,2017101509,00-0033553,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,PIT,RB,0.0,0.0,0.0
J.Smith-Schuster,6,0.0,2017101509,00-0033857,0.0,0.0,0.0,17.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,PIT,WR,32.0,3.0,3.0
